date,day_of_week,month,temperature,rainfall,holiday,lag_1,building_size,member_count,consumption
09-05-2000,1,5,25.32241908,12.97651753,1,86.9309803,4203,7,695.5494707
10-05-2000,2,5,22.52233009,1.167924481,0,401.7309994,4304,8,794.9136808
11-05-2000,3,5,16.66323431,4.360329971,0,200.4466025,2062,4,431.8042574
12-05-2000,4,5,13.59596102,19.22941769,1,349.7442241,3394,6,647.7063861
13-05-2000,5,5,20.12845514,10.68728858,1,205.8705443,1815,5,539.7553218
14-05-2000,6,5,38.28729112,7.567072065,1,408.1722876,2261,5,539.7553218
15-05-2000,0,5,19.69608796,15.24076927,1,449.7856235,4185,8,794.9136808
16-05-2000,1,5,25.56371865,10.49037885,1,426.8813672,2945,4,431.8042574
17-05-2000,2,5,31.09056877,0.263255429,1,268.0131038,3278,2,226.6673009
18-05-2000,3,5,20.90888807,14.72475193,1,87.77822489,3835,6,647.7063861
19-05-2000,4,5,39.15346248,14.6443512,0,217.2699976,1244,7,695.5494707
20-05-2000,5,5,38.87341885,3.302974242,1,241.0051976,2543,9,894.2778909
21-05-2000,6,5,17.55346887,19.13320177,1,482.1143049,833,9,894.2778909
22-05-2000,0,5,24.91745518,4.478162631,1,304.4737873,861,4,431.8042574
23-05-2000,1,5,19.02634929,9.154987348,0,338.3808048,1902,7,695.5494707
24-05-2000,2,5,18.54521483,2.294719225,0,401.9016115,3825,8,794.9136808
25-05-2000,3,5,11.10660842,12.06564639,0,305.6911102,4388,4,431.8042574
26-05-2000,4,5,28.28693002,7.509022401,1,319.3180741,1152,3,340.0009514
27-05-2000,5,5,25.0803707,7.063469244,0,160.3975088,1881,9,894.2778909
28-05-2000,6,5,11.54436254,16.53953754,1,76.4899734,2970,4,431.8042574
29-05-2000,0,5,18.35939393,0.191234257,1,374.6236456,2428,4,431.8042574
30-05-2000,1,5,37.24797658,15.95893542,0,431.9081138,4898,6,647.7063861
31-05-2000,2,5,17.18685672,11.42897131,1,235.4000825,1614,9,894.2778909
01-06-2000,3,6,14.34684616,19.72197027,0,297.011504,4671,4,431.8042574
02-06-2000,4,6,24.68358281,11.78886441,0,188.2783523,4760,7,695.5494707
03-06-2000,5,6,39.56951362,1.107582683,0,252.5992671,3919,4,431.8042574
04-06-2000,6,6,17.26165815,1.012906529,0,144.0003768,2746,2,226.6673009
05-06-2000,0,6,30.16406642,17.66305973,1,391.9490636,1052,9,894.2778909
06-06-2000,1,6,32.84858846,16.82428291,0,271.3603045,4419,5,539.7553218
07-06-2000,2,6,17.12912632,6.917801512,0,296.2204489,1331,6,647.7063861
08-06-2000,3,6,31.84649046,12.36064968,1,66.68963522,2466,2,226.6673009
09-06-2000,4,6,21.03349398,9.791827141,1,330.0792765,996,7,695.5494707
10-06-2000,5,6,28.96917492,19.3432811,0,141.1951154,1735,6,647.7063861
11-06-2000,6,6,29.00589132,18.99921802,0,222.52759,4122,8,794.9136808
12-06-2000,0,6,26.07324052,19.67678017,0,235.722065,4699,9,894.2778909
13-06-2000,1,6,12.7086931,17.32897561,0,251.9296689,2789,5,539.7553218
14-06-2000,2,6,35.05907487,18.19103182,1,152.3463751,1262,8,794.9136808
15-06-2000,3,6,19.62340195,4.345575575,0,432.5496011,2202,4,431.8042574
16-06-2000,4,6,15.59555531,16.62013578,1,242.5325678,2533,4,431.8042574
17-06-2000,5,6,11.22325425,14.17714226,1,325.4605061,822,7,695.5494707
18-06-2000,6,6,27.7267883,19.25573018,1,326.2718956,3547,3,340.0009514
19-06-2000,0,6,30.32693086,11.42523657,0,323.1431035,2621,8,794.9136808
20-06-2000,1,6,10.49763487,1.703343334,0,301.693104,4038,9,894.2778909
21-06-2000,2,6,25.36279175,11.94797782,1,420.1815867,4039,5,539.7553218
22-06-2000,3,6,16.79487326,13.73161856,0,415.6780162,2383,4,431.8042574
23-06-2000,4,6,29.35518371,4.406420574,1,237.7150577,2036,9,894.2778909
24-06-2000,5,6,15.23099287,7.88226767,1,336.1307217,1612,6,647.7063861
25-06-2000,6,6,30.72813214,11.97006828,0,96.27316004,4932,7,695.5494707
26-06-2000,0,6,21.60206039,7.482114746,0,90.84770522,1205,8,794.9136808
27-06-2000,1,6,38.10189966,7.498954345,1,265.9623825,3923,6,647.7063861
28-06-2000,2,6,14.12562832,2.661732783,1,455.0918106,1837,3,340.0009514
29-06-2000,3,6,20.23199053,18.81493446,1,342.4998661,1329,4,431.8042574
30-06-2000,4,6,13.40420564,15.00988769,0,351.1473902,2001,6,647.7063861
01-07-2000,5,7,37.74080855,0.024868777,0,120.9529904,918,7,695.5494707
02-07-2000,6,7,36.3201806,15.31226568,0,253.9869999,2698,5,539.7553218
03-07-2000,0,7,17.73824883,14.79589985,1,230.3559252,4723,7,695.5494707
04-07-2000,1,7,29.79952138,0.194619203,0,402.340256,4452,3,340.0009514
05-07-2000,2,7,34.51666601,7.392085952,1,112.0208435,2879,4,431.8042574
06-07-2000,3,7,26.65602435,12.13495381,1,292.6359533,4833,7,695.5494707
07-07-2000,4,7,25.88951735,9.055013037,0,460.1081761,3093,8,794.9136808
08-07-2000,5,7,17.25556873,15.55972237,1,451.6069503,3620,9,894.2778909
09-07-2000,6,7,12.79308303,8.509166653,1,433.5516994,2915,4,431.8042574
10-07-2000,0,7,36.91647274,3.077259389,1,218.7433908,1663,3,340.0009514
11-07-2000,1,7,37.01254171,19.52831249,0,473.4953108,4867,8,794.9136808
12-07-2000,2,7,28.99304372,4.840799856,1,412.3852289,855,9,894.2778909
13-07-2000,3,7,20.17089373,14.35384621,1,433.0135937,4771,8,794.9136808
14-07-2000,4,7,20.47628724,2.863126233,0,469.5592074,3484,2,226.6673009
15-07-2000,5,7,31.77867037,6.580252276,1,471.6505695,2240,7,695.5494707
16-07-2000,6,7,36.9133078,8.840552169,0,158.0292335,2609,6,647.7063861
17-07-2000,0,7,36.61259273,3.844640091,0,107.4594703,860,6,647.7063861
18-07-2000,1,7,33.39626638,8.999191527,1,360.8937246,4207,3,340.0009514
19-07-2000,2,7,29.26094938,3.14325646,1,303.4462805,1187,4,431.8042574
20-07-2000,3,7,12.52419895,11.18013078,0,197.3419275,1463,9,894.2778909
21-07-2000,4,7,14.84886142,13.27426505,1,358.002278,2427,2,226.6673009
22-07-2000,5,7,36.95662566,1.248685681,1,77.89859479,2026,5,539.7553218
23-07-2000,6,7,28.19287179,17.42264242,1,71.24374242,3047,8,794.9136808
24-07-2000,0,7,10.27591155,3.702817701,1,209.4397629,3552,4,431.8042574
25-07-2000,1,7,13.04414629,4.507248506,0,137.2309805,2709,6,647.7063861
26-07-2000,2,7,29.90505307,13.2269968,0,373.3502228,3745,9,894.2778909
27-07-2000,3,7,10.15184752,9.375021209,1,476.6098271,3483,8,794.9136808
28-07-2000,4,7,14.82424154,9.987911983,0,347.7323362,2802,3,340.0009514
29-07-2000,5,7,26.46201368,2.563099691,0,344.6529652,2324,2,226.6673009
30-07-2000,6,7,30.75685593,16.11471644,0,52.96800804,4510,8,794.9136808
31-07-2000,0,7,29.55883779,12.34108492,1,280.5246373,3256,6,647.7063861
01-08-2000,1,8,16.72807928,2.707640866,0,417.6955941,1364,6,647.7063861
02-08-2000,2,8,31.36537664,7.479987341,0,344.3541644,2216,7,695.5494707
03-08-2000,3,8,17.11747262,16.20819865,0,152.5020731,1043,4,431.8042574
04-08-2000,4,8,19.76199094,11.36710092,0,431.8138618,4667,3,340.0009514
05-08-2000,5,8,32.39474215,2.172975583,0,483.9695259,4804,2,226.6673009
06-08-2000,6,8,29.48898697,7.455540916,1,175.5467814,3784,4,431.8042574
07-08-2000,0,8,35.47670231,4.853887969,1,143.192454,2922,5,539.7553218
08-08-2000,1,8,29.72838677,10.34931107,0,202.3371071,2328,6,647.7063861
09-08-2000,2,8,27.0492581,16.86722258,1,78.42122774,1169,4,431.8042574
10-08-2000,3,8,12.81024303,8.725342696,0,443.0447029,4084,7,695.5494707
11-08-2000,4,8,21.03147409,8.666840607,1,468.1847662,2973,6,647.7063861
12-08-2000,5,8,17.95607103,18.10701805,1,334.9863678,1975,4,431.8042574
13-08-2000,6,8,17.3196893,11.52370825,1,393.9506658,4448,3,340.0009514
14-08-2000,0,8,39.19031664,11.32382175,1,350.8928048,2963,9,894.2778909
15-08-2000,1,8,21.79293174,5.238197838,1,219.8094032,4393,7,695.5494707
16-08-2000,2,8,36.76139666,12.15445496,1,334.4190629,3422,2,226.6673009
17-08-2000,3,8,28.93415878,11.51820935,1,426.3440769,2421,3,340.0009514
18-08-2000,4,8,33.84433911,7.937029407,0,414.4583346,1154,8,794.9136808
19-08-2000,5,8,25.07911279,19.81391132,0,86.47588689,857,6,647.7063861
20-08-2000,6,8,27.30711654,17.6378193,0,258.1704322,4173,6,647.7063861
21-08-2000,0,8,24.77553081,14.9917258,0,228.7946588,4155,4,431.8042574
22-08-2000,1,8,15.85728963,10.74691177,0,388.4039356,3055,7,695.5494707
23-08-2000,2,8,31.67356346,9.241196038,1,275.6191728,1626,4,431.8042574
24-08-2000,3,8,18.42317087,3.697947904,1,207.3654989,1571,4,431.8042574
25-08-2000,4,8,10.72947899,6.11474948,1,367.8573923,1480,6,647.7063861
26-08-2000,5,8,29.36416888,15.479216,0,263.1103342,1371,2,226.6673009
27-08-2000,6,8,15.31332038,9.074979079,1,165.4808125,2141,8,794.9136808
28-08-2000,0,8,38.21375753,17.64539033,1,450.6876152,4394,5,539.7553218
29-08-2000,1,8,38.61785731,2.958222727,0,100.8715317,3379,5,539.7553218
30-08-2000,2,8,37.44593171,10.16694192,0,58.1394681,1150,5,539.7553218
31-08-2000,3,8,21.10476101,12.93931368,1,114.7599647,3491,5,539.7553218
01-09-2000,4,9,10.4636985,10.33696913,1,123.6394641,4120,3,340.0009514
02-09-2000,5,9,37.84955688,17.78453783,1,292.11899,3701,2,226.6673009
03-09-2000,6,9,22.84552445,19.79126564,1,331.1894753,2680,5,539.7553218
04-09-2000,0,9,38.99964457,2.316693167,0,251.8750103,1812,8,794.9136808
05-09-2000,1,9,38.90859931,2.599098082,0,141.8770604,2937,2,226.6673009
06-09-2000,2,9,35.59028366,2.606482271,0,109.4859045,2615,7,695.5494707
07-09-2000,3,9,18.83346676,13.62354192,1,271.4683861,2750,2,226.6673009
08-09-2000,4,9,21.55293186,7.45352191,1,304.4673894,2553,5,539.7553218
09-09-2000,5,9,35.53410015,14.66629323,0,186.7826173,4515,7,695.5494707
10-09-2000,6,9,19.50766015,8.109429458,1,149.1979763,1995,3,340.0009514
11-09-2000,0,9,15.0847824,12.55213443,1,86.26672708,1425,4,431.8042574
12-09-2000,1,9,26.70403787,15.39716011,0,61.81001915,1244,4,431.8042574
13-09-2000,2,9,38.08464322,10.96431821,0,97.58139388,882,3,340.0009514
14-09-2000,3,9,30.8808939,10.79007181,1,383.9357355,953,6,647.7063861
15-09-2000,4,9,27.1018351,1.764686506,0,204.8083926,1233,8,794.9136808
16-09-2000,5,9,12.91529481,8.215634858,1,62.33851193,4568,5,539.7553218
17-09-2000,6,9,28.4502168,10.91554306,1,278.6743723,2679,7,695.5494707
18-09-2000,0,9,39.7016155,9.239616513,1,291.2302701,1441,6,647.7063861
19-09-2000,1,9,14.20252046,18.01564,1,242.9099508,3175,2,226.6673009
20-09-2000,2,9,25.54988957,18.13061264,1,99.80726542,2256,4,431.8042574
21-09-2000,3,9,36.32119216,16.43834761,1,389.7353289,1332,6,647.7063861
22-09-2000,4,9,32.22305853,7.505961507,0,360.0867147,4379,8,794.9136808
23-09-2000,5,9,30.91047223,14.34598303,0,227.6281122,4432,2,226.6673009
24-09-2000,6,9,31.07452252,7.905769221,1,221.3669105,2971,2,226.6673009
25-09-2000,0,9,20.78473454,4.65187198,1,120.1708017,1536,3,340.0009514
26-09-2000,1,9,18.80775533,6.858052871,1,389.0972062,2826,2,226.6673009
27-09-2000,2,9,34.28083466,1.419292666,0,319.808257,3368,6,647.7063861
28-09-2000,3,9,34.30340184,6.63555018,1,88.60705048,4539,2,226.6673009
29-09-2000,4,9,36.01216956,9.214844345,0,220.1285563,2241,9,894.2778909
30-09-2000,5,9,37.39721658,19.1096179,0,456.6024242,3007,8,794.9136808
01-10-2000,6,10,25.34027197,6.268211724,1,253.5685707,1942,5,539.7553218
02-10-2000,0,10,25.04548884,18.04907078,0,196.2173747,1760,7,695.5494707
03-10-2000,1,10,33.94885537,4.577165516,0,339.702834,1670,3,340.0009514
04-10-2000,2,10,29.49891792,3.819377955,0,141.33757,888,5,539.7553218
05-10-2000,3,10,31.05900632,10.37990913,1,285.7115292,4201,6,647.7063861
06-10-2000,4,10,33.87378008,13.45022739,0,351.2852391,3297,7,695.5494707
07-10-2000,5,10,36.70016025,0.886645016,1,434.6952872,2979,2,226.6673009
08-10-2000,6,10,20.13985471,4.421317301,0,361.6269363,2415,8,794.9136808
09-10-2000,0,10,21.26748858,9.11367333,0,222.9844087,2910,6,647.7063861
10-10-2000,1,10,12.8194582,6.62008672,0,395.510078,2631,9,894.2778909
11-10-2000,2,10,27.34840423,14.25242159,0,454.2799676,907,2,226.6673009
12-10-2000,3,10,11.07826821,10.22321192,0,264.9936311,2519,2,226.6673009
13-10-2000,4,10,23.96794054,3.207182112,1,52.02535347,4534,2,226.6673009
14-10-2000,5,10,26.27933904,17.88930759,1,446.4131117,2419,8,794.9136808
15-10-2000,6,10,18.59623756,5.85811351,0,124.4488962,4255,3,340.0009514
16-10-2000,0,10,27.72499782,14.62262218,0,106.8464772,1805,6,647.7063861
17-10-2000,1,10,10.9150075,15.59831558,0,188.4553546,1106,3,340.0009514
18-10-2000,2,10,11.12044566,19.26315401,0,220.9926854,1007,2,226.6673009
19-10-2000,3,10,34.67801682,9.97014933,1,409.7195142,1539,7,695.5494707
20-10-2000,4,10,20.80571924,12.31671031,1,225.1325233,4459,8,794.9136808
21-10-2000,5,10,13.81181538,6.69752587,0,71.96952486,1718,3,340.0009514
22-10-2000,6,10,25.6672978,13.56358587,1,336.182756,3469,3,340.0009514
23-10-2000,0,10,33.09980659,9.267669717,0,352.0494605,3748,4,431.8042574
24-10-2000,1,10,16.47463082,8.753047294,0,416.3994144,3489,3,340.0009514
25-10-2000,2,10,28.68671427,17.10935058,1,229.4897363,2850,6,647.7063861
26-10-2000,3,10,12.56042395,1.00337687,1,88.73198429,1446,5,539.7553218
27-10-2000,4,10,11.55045164,17.63924856,0,298.878025,2283,6,647.7063861
28-10-2000,5,10,25.94063895,17.04139676,0,104.4488222,3281,8,794.9136808
29-10-2000,6,10,26.21905365,10.12732507,0,57.68389536,1755,8,794.9136808
30-10-2000,0,10,29.12289704,9.804057084,1,400.3625623,1504,8,794.9136808
31-10-2000,1,10,31.78274001,7.236147361,0,231.5347702,4116,6,647.7063861
01-11-2000,2,11,39.27556238,19.88347583,1,286.2523274,1307,5,539.7553218
02-11-2000,3,11,25.48901045,2.223386655,0,348.2821412,2900,3,340.0009514
03-11-2000,4,11,19.68869419,11.80430471,1,230.46245,3241,5,539.7553218
04-11-2000,5,11,33.85558584,13.6336318,1,73.00921661,4246,8,794.9136808
05-11-2000,6,11,18.12496754,18.68660016,1,163.734646,868,9,894.2778909
06-11-2000,0,11,23.16914262,15.60406994,0,137.4535361,3323,5,539.7553218
07-11-2000,1,11,12.35369144,12.87694406,0,489.8273094,4993,6,647.7063861
08-11-2000,2,11,10.7605223,2.336246336,0,382.7774543,2438,9,894.2778909
09-11-2000,3,11,38.87945244,7.474670337,1,253.1974992,4741,7,695.5494707
10-11-2000,4,11,35.07940362,2.776832851,1,78.51532841,815,6,647.7063861
11-11-2000,5,11,30.87922618,17.62425465,1,102.1327351,2566,7,695.5494707
12-11-2000,6,11,22.26858833,14.99242311,1,415.8048062,4169,9,894.2778909
13-11-2000,0,11,15.1988296,15.15073574,1,475.4520922,4541,4,431.8042574
14-11-2000,1,11,14.69311128,13.04513036,1,64.10758301,2786,8,794.9136808
15-11-2000,2,11,17.50728694,10.14087074,1,459.6787052,2034,2,226.6673009
16-11-2000,3,11,26.47679994,2.999421189,0,221.253671,983,3,340.0009514
17-11-2000,4,11,31.43787768,6.593897734,1,146.1346973,2743,5,539.7553218
18-11-2000,5,11,29.8059213,2.73831585,1,96.00456084,839,6,647.7063861
19-11-2000,6,11,18.39801691,14.49826286,1,397.2870239,1502,7,695.5494707
20-11-2000,0,11,38.64595842,3.20457552,1,261.0097183,2138,6,647.7063861
21-11-2000,1,11,32.1369075,14.042271,1,424.5907019,3839,3,340.0009514
22-11-2000,2,11,26.63062158,13.84510779,0,151.770719,2515,4,431.8042574
23-11-2000,3,11,28.35162239,9.18608958,1,355.3556166,3326,6,647.7063861
24-11-2000,4,11,22.58800187,2.704573082,1,103.1547672,4618,5,539.7553218
25-11-2000,5,11,17.43192969,6.296016523,1,90.38780786,2883,3,340.0009514
26-11-2000,6,11,20.67918036,6.401862182,0,110.0299327,2051,5,539.7553218
27-11-2000,0,11,32.73538331,14.00770266,1,414.0055853,1342,2,226.6673009
